"Company Name","Parent Company Name","Executive First Name","Executive Last Name","Address","City","State","ZIP Code","Legal Name","Record Type","Census Block Group","Company Description","Primary SIC Code","Primary NAICS","Type of Business","Latitude","Longitude"
"Hills Market Downtown","","Amanda","Anderson","95 N Grant Ave","Columbus","OH","43215","","Verified","3","A Locally-Owned Specialty Grocery Store IN Columbus, Ohio. We Feature Beer And Wine Tastings, As Well As Locally Grown And Gourmet Foods. We Love Food, Ohio And Our Community. We Have Local Events Daily And Offer Great Themed Nights As Well. Check Out Our Large Selection Today!","541105","44511003","Private","039.965370","-082.991853"
"Home Market","","Mustafe","Hamed","2386 Groveport Rd","Columbus","OH","43207","","Verified","1","","541105","44511003","Private","039.914492","-082.981234"
"Home Storage Ctr","CHURCH OF JESUS CHRIST OF LDS","","","4431 Marketing Pl","Groveport","OH","43125","","Verified","4","Home Storage Centers Help Members Of The Church Of Jesus Christ Of Latter-Day Saints And Others Purchase A Basic Supply Of Food For Longer-Term Food Storage Needs. Please Note: Our Home Storage Centers No Longer Accept Cash OR Checks. Credit (Excluding American Express) OR Debit Cards Are Accepted.","541105","44511003","Private","039.883963","-082.889840"
"Hometown Market","","Shahid","Akhtar","429 Industrial Mile Rd","Columbus","OH","43228","","Verified","1","","541105","44511003","Private","039.944625","-083.113249"
"HRH Them To Grocers !!","","","","2245 N Bank Dr","Columbus","OH","43220","","Verified","1","","541105","44511003","Private","040.056108","-083.080708"
"HTH Farm Market","","","","2340 W Dublin Granville Rd","Columbus","OH","43235","","Verified","3","Ohio Produce, Amish Cheese, Local Baked Goods","526122","45521902","Private","040.090664","-083.052843"
"Hubert's Polish Kitchen","","Hubert","Wiliamowski","59 Spruce St","Columbus","OH","43215","","Verified","1","","581208","72251117","Private","039.971885","-083.004326"
"Hudson Express Carryout","","Si","Saqfelhat","1818 E Hudson St","Columbus","OH","43211","HUDSON EXPRESS CARRY OUT","Verified","2","","581208","72251117","Private","040.013743","-082.960992"
"Hudson Market","","Adam","Milhem","1080 E Hudson St","Columbus","OH","43211","","Verified","1","","874213","54161303","Private","040.014593","-082.981073"
"Image Grocery LLC","","","","4669 Morse Centre Rd","Columbus","OH","43229","IMAGE GROCERY LLC","Verified","1","","541105","44511003","Private","040.062135","-082.964167"
"India Grocers Inc","","Amrish","Patel","5843 Sawmill Rd","Dublin","OH","43017","BIREN 99 ENTERPRISES INC","Verified","1","","541105","44511003","Private","040.086175","-083.092972"
"Indreni Mart","","","","1573 E Dublin Granville Rd","Columbus","OH","43229","","Verified","1","","541105","44511003","Private","040.085508","-082.977410"
"Istanbul Market","","Kerem","Dirlikli","5221 Bethel Center Mall","Columbus","OH","43220","ISTANBUL MARKET INC","Verified","4","","541105","44511003","Private","040.064600","-083.060391"
"It's All Natural! Temple Store","","Lee","Ng","2891 E Dublin Granville Rd","Columbus","OH","43231","","Verified","2","Offers Specialty Plant-Based Food Products, Personal Care And Eco-Friendly Household Items.","539901","45521908","Private","040.081476","-082.939615"
"J & N Market","","Yaser","Almahmoud","1541 E Whittier St","Columbus","OH","43206","","Verified","3","","541105","44511003","Private","039.942839","-082.955139"
"JF Baker's Sons Roofing Co","","Roger","Baker","1496 Delashmut Ave","Columbus","OH","43212","","Verified","1","J.F. Baker's Sons Roofing Company Provides Residential And Commercial Roofing Services To The Columbus, OH Area.","176109","23816014","Private","039.990203","-083.030047"
"Jr J's Drive Thru","","","","2179 Parkwood Ave","Columbus","OH","43211","","Verified","1","","581208","72251117","Private","040.012564","-082.956912"
"Jubilee Market & Cafe","","Susan","Huff","1160 W Broad St","Columbus","OH","43222","","Verified","1","","541105","44511003","Private","039.959022","-083.031724"
"Julian Foods","","","","3277 W Broad St","Columbus","OH","43204","JULIAN FOODS LLC","Verified","4","","599301","45999102","Private","039.954012","-083.087819"
"Julian Grocery Market","","","","3279 W Broad St","Columbus","OH","43204","","Verified","4","","541105","44511003","Private","039.954012","-083.087819"
"Kahiki Foods","","Troy","Mash","3354 E Broad St","Columbus","OH","43213","","Verified","1","","541105","44511003","Private","039.972558","-082.911483"
"Kal Kan Foods Inc","","","","5115 Fisher Rd","Columbus","OH","43228","KAL KAN FOODS INC","Verified","1","","541105","44511003","Private","039.972680","-083.135990"
"Kamana Grocery","","Surya","Khatiwada","6840 Refugee Rd","Canal Winchester","OH","43110","","Verified","3","","541105","44511003","Private","039.911810","-082.818020"
"Kamana Grocery LLC","","Surya","Khatiwoda","7175 E Main St","Reynoldsburg","OH","43068","KAMANA GROCERY LLC","Verified","1","","541105","44511003","Private","039.954778","-082.806148"
"Kaneshi Market","","","","4257 Eastland Square Dr","Columbus","OH","43232","","Verified","3","","541105","44511003","Private","039.912500","-082.882506"
"Kaneshil Market","","Billy","Agyeman","2543 Franksway St","Columbus","OH","43232","","Verified","1","","541105","44511003","Private","039.922856","-082.882002"
"Kelley's Market","","Mike","George","3453 Parsons Ave","Columbus","OH","43207","","Verified","1","","541105","44511003","Private","039.891975","-082.987427"
"Kenny Road Market","","John","Wenner","3067 Landen Farm Rd W # A","Hilliard","OH","43026","","Verified","3","","541105","44511003","Private","040.014286","-083.178441"
"Kroger","KROGER CO","Lee","Wilson","3588 Gender Rd","Canal Winchester","OH","43110","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.908311","-082.822610"
"Kroger","KROGER CO","Stan","Mentos","6095 Gender Rd","Canal Winchester","OH","43110","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.855587","-082.831888"
"Kroger","KROGER CO","Richard","Dublin","1350 N High St","Columbus","OH","43201","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.989268","-083.005305"
"Kroger","KROGER CO","Craig","Neal","1375 Chambers Rd","Columbus","OH","43212","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.992591","-083.043627"
"Kroger","KROGER CO","Heather","Mccune","1441 Parsons Ave","Columbus","OH","43207","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.934335","-082.985449"
"Kroger","KROGER CO","Shannon","Feigenbaum","150 W Sycamore St","Columbus","OH","43215","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.949653","-083.001958"
"Kroger","KROGER CO","Sara","Rupert","1585 Georgesville Square Dr","Columbus","OH","43228","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.919289","-083.120032"
"Kroger","KROGER CO","","","1745 Morse Rd","Columbus","OH","43229","","Verified","5","When You Shop At Kroger And Use Your Plus Card, Youll Earn 1 Fuel Point For Every $1 You Spend. Plus, Youll Earn 2x Fuel Points On Gift Cards, No-Contract Wireless Phones And Airtime Cards!","541105","44511003","Branch of Public Company","040.058790","-082.972682"
"Kroger","KROGER CO","John","Carrol","199 Graceland Blvd","Columbus","OH","43214","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.065017","-083.025437"
"Kroger","KROGER CO","Jason","Potes","2000 E Main St","Columbus","OH","43205","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.958258","-082.945049"
"Kroger","KROGER CO","Stu","Barton","2090 Crown Plaza Dr","Columbus","OH","43235","","Verified","3","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.065696","-083.073423"
"Kroger","KROGER CO","Chris","Oconnor","2161 Eakin Rd","Columbus","OH","43223","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.931630","-083.050980"
"Kroger","KROGER CO","Levi","Vanreath","3417 N High St","Columbus","OH","43214","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.032045","-083.017670"
"Kroger","KROGER CO","Drew","Mcnally","3600 Soldano Blvd # A","Columbus","OH","43228","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.956866","-083.097053"
"Kroger","KROGER CO","Maurice","Suttles","3637 S High St","Columbus","OH","43207","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.887966","-083.001785"
"Kroger","KROGER CO","Lindsey","Taylor","7000 E Broad St","Columbus","OH","43213","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.984391","-082.816465"
"Kroger","KROGER CO","Robert","Rivas","299 W Bridge St","Dublin","OH","43017","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.097837","-083.122782"
"Kroger","KROGER CO","Richard","Pond","7100 Hospital Dr","Dublin","OH","43016","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.103368","-083.164322"
"Kroger","KROGER CO","Mark","Ruff","7625 Sawmill Rd","Dublin","OH","43016","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.121771","-083.092625"
"Kroger","KROGER CO","Lauren","Flury","1365 Stoneridge Dr","Gahanna","OH","43230","","Verified","3","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.053965","-082.867466"
"Kroger","KROGER CO","Jeffrey","Bieber","300 S Hamilton Rd","Gahanna","OH","43230","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.011886","-082.864733"
"Kroger","KROGER CO","Shawn","Litton","5800 W Broad St","Galloway","OH","43119","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.951872","-083.156323"
"Kroger","KROGER CO","Tammy","Brintlinger","2474 Stringtown Rd","Grove City","OH","43123","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.882806","-083.068363"
"Kroger","KROGER CO","Michael","Smith","5965 Hoover Rd","Grove City","OH","43123","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.841416","-083.074845"
"Kroger","KROGER CO","Melinda","Geurink","6011 Groveport Rd","Groveport","OH","43125","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.853103","-082.899234"
"Kroger","KROGER CO","Jill","Furst","2525 Hilliard Rome Rd","Hilliard","OH","43026","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.002580","-083.156150"
"Kroger","KROGER CO","Aayushi","Shah","4656 Cemetery Rd # A","Hilliard","OH","43026","","Verified","3","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.033539","-083.140526"
"Kroger","KROGER CO","Cathy","Kennedy","5161 Hamp Vlg Ctr Way","New Albany","OH","43054","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.088812","-082.825811"
"Kroger","KROGER CO","Shawn","Mchugh","6580 E Main St","Reynoldsburg","OH","43068","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.956003","-082.821790"
"Kroger","KROGER CO","Thom","Oneal","1955 Henderson Rd","Upper Arlington","OH","43220","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.054700","-083.072730"
"Kroger","KROGER CO","Danny","Clay","55 W Schrock Rd Lbby","Westerville","OH","43081","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.108360","-082.928248"
"Kroger","KROGER CO","Carla","Carnes","5991 S Sunbury Rd","Westerville","OH","43081","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.084004","-082.897263"
"Kroger","KROGER CO","Guy","Dublin","3675 E Broad St","Whitehall","OH","43213","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.972000","-082.903117"
"Kroger","KROGER CO","Paul","Tanenbaum","850 S Hamilton Rd","Whitehall","OH","43213","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","039.958716","-082.875645"
"Kroger","KROGER CO","Heather","Cooper","1425 Worth Ctr Dr # A","Worthington","OH","43085","","Verified","2","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.122852","-082.979757"
"Kroger","KROGER CO","Mark","Ruff","60 Worthington Mall","Worthington","OH","43085","","Verified","1","Kroger Offers Thousands Of Quality Food And Household Products From Your Favorite Brands And Companies. From Fresh Produce, Meats And Seafood To Dairy, Home Goods And Pharmaceutical Needs, Kroger Is Your One Stop For Savings.","541105","44511003","Branch of Public Company","040.109171","-083.017810"
"Kroger New Albany Ctr","","","","5125 Hamp Vlg Ctr Way","New Albany","OH","43054","","Verified","1","Kroger New Albany Center, Your Favorite Mix Of Shops And Dining Options IN New Albany.","651201","53112008","Private","040.088812","-082.825811"
"Kroger Pharmacy","KROGER CO","Stacy","Bock","5800 W Broad St","Galloway","OH","43119","","Verified","1","Kroger Pharmacy Is Staffed With Caring Professionals Dedicated To Helping People Lead Healthier Lives. Our Pharmacists Provide More Than Just Prescriptions And Over-The-Counter Medications; They Provide Advice And Support, And Are A Trusted Source Of Information. Our Pharmacists Are Professionally Trained To Administer Vaccinations Too. Let US Help You Protect Your Health!","591205","45611009","Branch of Public Company","039.951872","-083.156323"
"Kumasi Kejtia African Market","","","","5306 Cleveland Ave","Columbus","OH","43231","KEJETIA AFRICAN MARKET INC","Verified","2","","541105","44511003","Private","040.077921","-082.951053"
"LA Bodega","","Rafaer","Pelgrin","3014 Sullivant Ave","Columbus","OH","43204","","Verified","2","","541105","44511003","Private","039.943705","-083.079339"
"LA Costena Market","","","","4738 E Main St","Columbus","OH","43213","","Verified","2","","541105","44511003","Private","039.955936","-082.871593"
"LA Michoacana","LA MICHOACANA MEXICAN MARKET","","","3160 S Hamilton Rd","Columbus","OH","43232","","Verified","5","","541105","44511003","Private","039.912520","-082.879643"
"LA Michoacana","LA MICHOACANA MEXICAN MARKET","Filiberto","Saucedo","5445 Bethel Sawmill Ctr","Columbus","OH","43235","","Verified","4","","541105","44511003","Private","040.066106","-083.093976"
"LA Michoacana","LA MICHOACANA MEXICAN MARKET","Filiberto","Saucedo","939 E Dublin Granville Rd","Columbus","OH","43229","LA MICHOACANA FRESH MARKET LLC","Verified","1","","541105","44511003","Private","040.086668","-082.994210"
"LA Michoacana Mexican Market","LA MICHOACANA MEXICAN MARKET","Liborio","Alcauter","2175 Morse Rd","Columbus","OH","43229","LA MEGA MICHOACANA","Verified","3","","541105","44511003","Private","040.059272","-082.961410"
"LA Michoacana Mexican Market","LA MICHOACANA MEXICAN MARKET","Laborao","Elcorte","3629 Sullivant Ave","Columbus","OH","43228","","Verified","1","","541105","44511003","Private","039.942019","-083.095775"
"LA Michoacana Mexican Market","LA MICHOACANA MEXICAN MARKET","Liborio","Alcauter","3881 Cleveland Ave","Columbus","OH","43224","","Verified","2","","541105","44511003","Private","040.048279","-082.955518"
"LA Michoacana Mexican Market","LA MICHOACANA MEXICAN MARKET","Gildardo","Saucedo","534 Norton Rd","Columbus","OH","43228","","Verified","1","","541105","44511003","Private","039.941044","-083.141648"
"LA Michoacana Mexican Market","LA MICHOACANA MEXICAN MARKET","Liborio","Alcauter","166 S Hamilton Rd","Whitehall","OH","43213","","Verified","1","","541105","44511003","Private","039.972393","-082.875062"
"LA-Plaza-Tapatia","","Gustavo","Salazar","255 Georgesville Rd","Columbus","OH","43228","","Verified","1","","541105","44511003","Private","039.947620","-083.112219"
"Lalibela Grocery","","Alemayehu","Woldegiorgia","1107 S Hamilton Rd","Columbus","OH","43227","","Verified","3","","542107","44524006","Private","039.953506","-082.877834"
"Lauren Stacy Berdy","","Lauren","Berdy","360 Reinhard Ave","Columbus","OH","43206","","Verified","1","","541105","44511003","Private","039.943705","-082.987164"
"Lenas Market","","Samnang","Prak","2305 W Broad St","Columbus","OH","43204","","Verified","1","","541105","44511003","Private","039.955277","-083.061689"
"Linda's Market","","Mohammed","Abu-Kaff","2165 Courtright Rd","Columbus","OH","43232","LINDA'S FOOD MARKET LLC","Verified","2","","541103","44513101","Private","039.927673","-082.899066"
"Little's Village IGA","","Ruth","Little","704 Parsons Ave","Columbus","OH","43206","LITTLE'S VILLAGE IGA","Verified","2","","541105","44511003","Private","039.949440","-082.982500"
"Livingston Market","","Aziz","Ali","1619 E Livingston Ave","Columbus","OH","43205","","Verified","2","","541105","44511003","Private","039.948748","-082.954427"
"M & J Carryout","","Paulette","Perrianna","1958 Sullivant Ave","Columbus","OH","43223","","Verified","5","","541105","44511003","Private","039.948037","-083.050779"
"M & M Food Mart","","Aziz","Khettab","5503 Norton Rd","Grove City","OH","43123","","Verified","1","","541103","44513101","Private","039.854126","-083.188156"
"M Wangi Food","","M","Wangi","934 E Hudson St","Columbus","OH","43211","","Verified","2","","541105","44511003","Private","040.014760","-082.985316"
"Madina Market Corp","","","","3444 Westerville Rd","Columbus","OH","43224","MADINA MARKET CORP","Verified","1","","531104","45511003","Private","040.039039","-082.950991"
"Magnetic Springs Bottled Water","","Sherry","Allison","1917 Joyce Ave","Columbus","OH","43219","","Verified","2","Established IN 1972, The Magnetic Springs Bottled Water Company Is A Third-Generation, Family-Owned Bottled Water Producer And Distributor Serving Columbus, Cleveland And The Entire State Of Ohio. The Company Was Named For And Originally Located IN Magnetic Springs, Ohio, Once A Popular Vacation Getaway That Was Well Known For Its Healing Springs And Bath Houses During The Late 1800s And Early 1900s. Today, With Production Facilities IN Columbus And Cleveland, We Are Well Positioned To Provide Outstanding Customer Service To The Residents And Businesses That Call Ohio Home. After Years Of Delivering Quality Water And Top-Notch Customer Service, Our Name Is Synonymous With The Best Water Delivery Service IN The State.","358598","33341504","Private","040.005206","-082.964827"
"Makola-Market","","Bismark","Akomeah","1470 Morse Rd","Columbus","OH","43229","MAKOLA MARKET LLC","Verified","1","","541105","44511003","Private","040.061397","-082.980090"
"Malik Inc","","Saeed","Hmed","4242 Morse Rd","Gahanna","OH","43230","MALIK INC","Verified","2","","554101","45712003","Private","040.057463","-082.898216"
"Maple Market","","","","5709 Maple Canyon Ave","Columbus","OH","43229","MAPLE MARKET","Verified","1","","541105","44511003","Private","040.085308","-082.960951"
"Marc's","MARC GLASSMAN INC","Kelly","Pajestka","1828 Henderson Rd","Columbus","OH","43220","","Verified","1","Marc's Is A Chain Of Department Stores That Has Been Operational Since 1979. The Company Operates More Than 50 Stores Throughout Ohio. It Offers A Range Of Products That Includes Health And Beauty, Food And General Merchandise Products. It Also Offers Automotive Products, Toys, Giftware, Serving Trays And Pet Supplies. Marc's Has Pharmacy, Produce, Meat And Closeout Departments. Its Closeout Department Offers Cookware, Electronics, Housewares, Office Supplies, Cosmetics, Stationery, Sporting Goods, Furniture And Books. IN Addition, The Company Provides A Variety Of Seasonal And Everyday Fruits. Its Stores Provide Additional Services That Include Postage Stamps, Money Orders And Prepaid Phone Cards. Marc's Maintains One Of Its Stores IN Columbus, Ohio.","541105","44511003","Private","040.056293","-083.069107"
"Marc's","MARC GLASSMAN INC","Brian","Macnara","111 Huber Village Blvd","Westerville","OH","43081","","Verified","2","Marc's Westerville, Located IN Westerville, Ohio, Is A Part Of Marc S Chain Of Full-Service Retail Department Stores. The Company Offers A Selection Of Pharmacy And Farm Produce, As Well As Weekly Specials. Through Its Produce Department, It Provides A Range Of Fresh Vegetables And Fruits, Such As Berries, Melons, Bananas, Grapes, Mangoes, Peas And Squashes. IN Addition, It Offers Meat And Dairy Products. One Of Marc's Most Popular Sections Is The Closeouts Department. The Company S Pharmacy Department Provides A Range Of Personal And Health Care Products, Such As Monitors, Meters, Syringes, Swabs, Digital Thermometers, Reading Glasses And First Aid Kits, As Well As Dietary Supplements. It Also Provides Products From Various Brands, Including Freestyle, Lifesource, Glaxosmithkline And Schering-Plough Healthcare. All Marc S Stores Are Self-Service With The Exception Of Prescription Drug Departments And Cosmetics Departments. The Company Offers Prepaid Discount Fuel Cards, Supports High School Football Team And Provides Animal Shelters To Local Canines.","541105","44511003","Private","040.102960","-082.922514"
"Market At Hilliard","","","","1888 Hilliard Rome Rd","Hilliard","OH","43026","","Verified","1","","541105","44511003","Private","039.989406","-083.148821"
"Market District","GIANT EAGLE INC","Eduardo Ber","Jimenez","2900 Stelzer Rd","Columbus","OH","43219","","Verified","1","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.031832","-082.908197"
"Market District","GIANT EAGLE INC","Robert","Arruda","3061 Kingsdale Ctr","Columbus","OH","43221","","Verified","4","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.020062","-083.058392"
"Market District","GIANT EAGLE INC","Darin","Murphy","840 W 3rd Ave","Columbus","OH","43212","","Verified","3","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","039.985854","-083.027818"
"Market District","GIANT EAGLE INC","Jule","Demary","6700 Perimeter Loop Rd","Dublin","OH","43017","","Verified","2","Market District Specialty Grocery Stores Are Known For Their Wide Variety Of Local, International, And Artisanal Foods. All Our Grocery Products Are Both Foodie-Approved And Priced For Incredible Value, From Farm-Fresh Produce To Unique Packaged Goods. Market District Strives To Meet Even The Most Discerning Grocery Shoppers' Standards Of Taste And Quality, Offering A Selection Of Organic, All-Natural, And Premium Products. Plus, You Can Even Earn Rewards On Every Purchase And Save Big On Groceries OR Gas With The Myperks Loyalty Program.","541105","44511003","Private","040.102763","-083.155888"
