id,income,location
451,82500.0,POINT (-83.14206919874576 39.945061384575006)
452,82500.0,POINT (-83.15390284971502 39.93784177168973)
453,82500.0,POINT (-83.1511459184716 39.94191024088276)
454,82500.0,POINT (-83.15674488158157 39.93303901165312)
455,82500.0,POINT (-83.15376707812304 39.93220795555379)
456,82500.0,POINT (-83.15585526514198 39.933048306388095)
457,82500.0,POINT (-83.14713559153876 39.93779722142865)
458,82500.0,POINT (-83.14400558979018 39.937624668762886)
459,82500.0,POINT (-83.15165291806277 39.94763620531939)
460,82500.0,POINT (-83.14062008808489 39.94961870348884)
461,82500.0,POINT (-83.14313299542016 39.94994539651572)
462,87500.0,POINT (-83.14620278223266 39.93220506061847)
463,87500.0,POINT (-83.15248018393565 39.950759075906916)
464,87500.0,POINT (-83.14908419022237 39.94638899378389)
465,87500.0,POINT (-83.15067343484365 39.9422663911067)
466,87500.0,POINT (-83.14321492623479 39.943218311408216)
467,87500.0,POINT (-83.14956415951957 39.93995596486864)
468,87500.0,POINT (-83.15285588669587 39.94208057456738)
469,87500.0,POINT (-83.14966680961699 39.936455588194946)
470,87500.0,POINT (-83.15166659863695 39.94157822102207)
471,87500.0,POINT (-83.15013657809656 39.945861250242)
472,87500.0,POINT (-83.15112615630935 39.946534034389046)
473,87500.0,POINT (-83.14805937719669 39.93805154740122)
474,92500.0,POINT (-83.14964781766668 39.939375327418425)
475,92500.0,POINT (-83.15129399172841 39.93494828333528)
476,92500.0,POINT (-83.1513298607513 39.94018400079857)
477,92500.0,POINT (-83.15549207754975 39.943793618952064)
478,92500.0,POINT (-83.14813208564458 39.93197392721311)
479,92500.0,POINT (-83.14330175467315 39.949114812735594)
480,92500.0,POINT (-83.14227405555621 39.949222694241904)
481,92500.0,POINT (-83.15601737409523 39.938516680448735)
